name,Category,Rating,Nº Reviews,Stars,User Comment,Hours,Plus Code,Address,City,Province,Url,Latitude,Longitude,Url in Maps,categoria_puntuacion
Comidas rapidas D&apos;Richard,Restaurante,4.3,299.0,1.0,Hoy como en otras ocasiones almorcé en el restaurante don richard cerca al dongón y SIEMPRE me sucede lo mismo pese a que les hago la MISMA observación...TODO CALIENTE la comida fria además de antihigiénico no se hace agradable al paladar ni satisface la necesidad...esas muchachas de apariencia gorditas no saben atender y les importa un comino que el cliente les deje el almuerzo ahí servido...descaradamente cobran... eso es un ABUZO...y ante esa situación quien pone la solución...Abusivos y descarados al cobrar además de que miran la cara del marrano...la platica nos cuesta conseguirla como para andarla regalando de esa baja manera...es qui ni en los semáforos me había sentido así....,"domingo, 10:30 AMa11:30 PM; lunes, 10:30 AMa11:30 PM; martes, 10:30 AMa11:30 PM; miércoles, 10:30 AMa11:30 PM; jueves, 10:30 AMa11:30 PM; viernes, 10:30 AMa11:30 PM; sábado, 10:30 AMa11:30 PM","3VJG+PX Girón, Santander","Cl. 105a #15b- 58, Bucaramanga, Girón, Santander","Girón, Santander",Santander,,7.0817583,-73.1226116,https://maps.app.goo.gl/7dmyN4VUWwWYLU6JA,4.0-4.5
RALLY Pizza&amp;Buger,Restaurante de comida rápida,4.7,11.0,5.0,Todo super bueno sabor cacero y lo mejor que las pizzas las hacen al gusto las hamburguesas super ricas jugosas tienen que pedir,"domingo, Abierto las 24 horas; lunes, Abierto las 24 horas; martes, Abierto las 24 horas; miércoles, Abierto las 24 horas; jueves, Abierto las 24 horas; viernes, Abierto las 24 horas; sábado, Abierto las 24 horas","3VJF+9P Girón, Santander","Cra. 11a #105-22, Bucaramanga, Girón, Santander","Girón, Santander",Santander,http://www.instagram.com/rallypizzaburger/,7.0809413,-73.1256307,https://maps.app.goo.gl/eEE2sQWHCuCP47aw7,4.5-5.0
La Experiencia x (hamburguesas piedecuesta),Restaurante,4.5,,2.0,"Un lugar bonito a la vista, salen buenas fotos, iluminación agradable. Con respecto a la comida, la carne de la hamburguesa estuvo muy condimentada. Una salsa tártara muy aguada y con sabor excesivo a condimentos. Tiempo de espera superior a 45 minutos para comer en el lugar. Los meseros no tiene clara la carta por la cual no pueden explicar al cliente su variedad de productos.","jueves, 4:30a10:30 PM; viernes, 4:30a10:30 PM; sábado, 12a10:30 PM; domingo, 12a10:30 PM; lunes, 4:30a10:30 PM; martes, 4:30a10:30 PM; miércoles, 4:30a10:30 PM","2W2W+JG Piedecuesta, Santander","calle 7an, Av. 10ª N #15-35, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://instagram.com/la_experiencia_x?igshid=YmMyMTA2M2Y=,7.0015556,-73.0537089,https://maps.app.goo.gl/DCeHAo1ZLeeHXEYh7,4.5-5.0
Krosty Burger Piedecuesta,Hamburguesería,4.5,,5.0,"Lugar de comidas rápidas súper deliciosas vale la pena su precio y la espera, tan solo necesita una persona más que este siempre en el mostrador, para no perder clientela. Atendido por su dueño quien es muy amable y te hace sentir como en casa.","jueves, 11 AMa12 AM; viernes, 11 AMa12 AM; sábado, 11 AMa12 AM; domingo, 11 AMa12 AM; lunes, 11 AMa12 AM; martes, 11 AMa12 AM; miércoles, 11 AMa12 AM","XXP2+VC Piedecuesta, Santander","Cra. 9 #8-56, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9871904,-73.0489446,https://maps.app.goo.gl/qqXAHxSc8pE5N28CA,4.5-5.0
Hamburguesas El Portal,Restaurante,4.5,,5.0,Muy eselente el sitio lo garantizo k Brayan,"jueves, 6 AMa11 PM; viernes, 6 AMa11 PM; sábado, 6 AMa11 PM; domingo, 6 AMa11 PM; lunes, 6 AMa11 PM; martes, 6 AMa11 PM; miércoles, 6 AMa11 PM","XWMX+W9 Piedecuesta, Santander","Campo verde, Cra. 5 #1b-08, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9847537,-73.0515311,https://maps.app.goo.gl/GoQ9vyiKjqbam6Ro9,4.5-5.0
COMIDAS RAPIDAS BURGUER SAM,Restaurante,4.1,,5.0,"Rica la comida y buena cantidad, no recomiendo los combos grandes, por qué para dos queda faltando, para uno es mucho, la verdad, poco cliente para la calidad de la comida, aunque en Santander, la comida rápida es excelente en muchas partes, a comparación de otras partes del país.","jueves, 4:30 PMa11:59 AM; viernes, 4:30 PMa1 AM; sábado, 4:30 PMa2 AM; domingo, 4:30 PMa11:59 AM; lunes, 4:30 PMa11:59 AM; martes, 4:30 PMa11:59 AM; miércoles, 4:30 PMa11:59 AM","XWQX+3M Piedecuesta, Santander","Cra. 7 #7-11, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.987729,-73.0508695,https://maps.app.goo.gl/39j4n5J84GhYiNN39,4.0-4.5
El Cielo Burger piedecuesta,Hamburguesería,4.2,,5.0,"Definitivamente son lo mejor en comida rápida que tiene piedecuesta, la hamburguesa tiene 100% carne y ese sabor al carbón la hace única! Se convirtió en mi lugar favorito. La nueva administración es espectacular, súper recomendados.","jueves, 5a11 PM; viernes, 5a11:30 PM; sábado, 5a11:30 PM; domingo, 5a11:30 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM","XXG2+7X Piedecuesta, Santander","Cra. 5B #21-24, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://instagram.com/elcieloburger?igshid=YmMyMTA2M2Y=,6.9756371,-73.0475557,https://maps.app.goo.gl/7D3hP3bxdaEttEH88,4.0-4.5
Chicken and Burger,Restaurante de comida rápida,4.1,,5.0,"Sencillamente delicioso, la opción de pedir el combo es lo mejor, viene con una entrada de palitos de queso perfectos, acompañados de 4 hamburguesas deliciosas, con bastante cuerpo y verduras frescas y jugosas, el término del pollo en su punto crocante y jugoso, muy apetitoso. Además las papitas, deben compartir la receta.

Si no han ido, deben visitarlo.",,"XWQX+RF Piedecuesta, Santander","Cl. 5 #745, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9895781,-73.0512591,https://maps.app.goo.gl/Z1TBX4c7pyvsdE578,4.0-4.5
Champions Burguer oficial,Hamburguesería,4.5,,4.0,"La comida es rica pero le subieron mucho los precios de un momento a otro , es algo muy casero para el precio .","jueves, 4 PMa12 AM; viernes, 4 PMa12 AM; sábado, 4 PMa12 AM; domingo, 4 PMa12 AM; lunes, 4 PMa12 AM; martes, 4 PMa12 AM; miércoles, 4 PMa12 AM","XWRV+QF Piedecuesta, Santander","Cra. 4 #1a-24, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9919994,-73.0563443,https://maps.app.goo.gl/aJLtkSYAkBygYvRV9,4.5-5.0
Hamcho Hamburguesería,Hamburguesería,4.8,,5.0,"Maravillosa experiencia en este lindo lugar. Las hamburguesas son deliciosas, sin tener precios exagerados y la atención excelente. Vale la pena.","jueves, 5a11 PM; viernes, 5a11 PM; sábado, 5 PMa12 AM; domingo, 5a11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a11 PM","XWWV+WQ Piedecuesta, Santander","Cl. 1AN #7D-08, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9973471,-73.0555382,https://maps.app.goo.gl/N3uhSeyF34yQhB7dA,4.5-5.0
BJ Burgers - Parrilla Gourmet,Restaurante,4.4,,5.0,"Hermoso lugar, excelente atención y muy buen sabor de las comidas. En general nos sentimos satisfechos con las porciones y los precios.","jueves, Abierto las 24 horas; viernes, Abierto las 24 horas; sábado, Abierto las 24 horas; domingo, Abierto las 24 horas; lunes, Abierto las 24 horas; martes, Abierto las 24 horas; miércoles, Abierto las 24 horas","XWWV+VF Piedecuesta, Santander","Manzana Acasa 2 Santelmo 2, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9971797,-73.0563172,https://maps.app.goo.gl/xoLvdDAoJqCQifRu6,4.0-4.5
Burgery Piedecuesta,Restaurante,4.5,,4.0,"Buena comida, la carne es artesanal la hace muy rica la combinación de los ingredientes Le da un saber muy bueno y armónico, la variedad de salsas conté como 12 que dejan llevar al gusto las papas vienen de una manera muy curiosa.",,"2W3X+42 Piedecuesta, Santander","Carrera 15 No 7an-41 Barrio, Quinta Granada, Piedrcuesta, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,7.0028317,-73.0524668,https://maps.app.goo.gl/YneXcSpQ2bb7Szc9A,4.5-5.0
COMIDAS RÁPIDAS El MENOR,Restaurante,4.7,,5.0,"El lugar my bonito pero algo que realmente destaca unos es el servicio, la presentación y el saber de la comida es espectacular la verdad siento que tiene como dar pelea en la amplia variedad de comida rápida en piedecuesta, increíble y recomiendo la hamburguesa ganadora del Burger máster","jueves, 5a11 PM; viernes, 4a11 PM; sábado, 4a11 PM; domingo, 5a11 PM; lunes, 5a11 PM; martes, 4a11 PM; miércoles, 4a11 PM","XWWV+G5 Piedecuesta, Santander","Diagonal 6b 1gnorte - 09, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9963001,-73.0570097,https://maps.app.goo.gl/Zs9Cb7T1jaSNRPbi7,4.5-5.0
Burger sports,Restaurante de comida rápida,4.9,,5.0,"Hamburguesas caseras, a buen precio y muy sabrosas. Muy buena atención al cliente. Super recomendado","jueves, 5a11:30 PM; viernes, 5a11:30 PM; sábado, 5a11:30 PM; domingo, 5a11:30 PM; lunes, 5a11:30 PM; martes, 5a11:30 PM; miércoles, 5a11:30 PM","XWWR+FX Piedecuesta, Santander","Diagonal 6 #1in-09, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9961823,-73.0575295,https://maps.app.goo.gl/LBWPvXajpuZL9Su49,4.5-5.0
El Gran Manjar Burger,Restaurante de comida rápida,5.0,,5.0,Muy rico .recomendado los fines de semana si hay q tener paciencia porque siempre se demora unos 20 a 30 minutos por qué llega siempre muchas personas pero delicioso 😋😋,"jueves, 5:15a11 PM; viernes, 5a11:13 PM; sábado, 5a11 PM; domingo, 5:30a11:11 PM; lunes, Cerrado; martes, 5a11 PM; miércoles, 5a11 PM","XWPV+PP Piedecuesta, Santander","Cl. 6 #250, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9868481,-73.0557303,https://maps.app.goo.gl/FPB57nGvwm4gzT5y9,4.5-5.0
Rugelito R Burger,Restaurante,4.5,,3.0,El lugar ahora es algo mejor pero el nombre no es el mismo la comida es rica pero si ay varias cositas por mejorar,"jueves, 12a10:30 PM; viernes, 12a10:30 PM; sábado, 12a10:30 PM; domingo, 12a10:30 PM; lunes, 12a10:30 PM; martes, 12a10:30 PM; miércoles, 12a10:30 PM","2W2V+9G Piedecuesta, Santander","Unnamed Road, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://instagram.com/rugelito_r?igshid=6ab4gd6dgewf,7.0008805,-73.0562213,https://maps.app.goo.gl/JNVcjua414fkczJj7,4.5-5.0
D&apos;Jas BURGER,Restaurante de comida rápida,,,,,"jueves, 4:30a11:30 PM; viernes, 4:30a11:30 PM; sábado, 4:30a11 PM; domingo, 4:30a11:30 PM; lunes, 4:30a11:30 PM; martes, 4:30a11:30 PM; miércoles, 4:30a11:30 PM","XWRR+FW Piedecuesta, Santander","Cl. 1a, Bucaramanga, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://www.instagram.com/djas_burger/,6.9911678,-73.0577037,https://maps.app.goo.gl/d1UatNLfTgUi9Zoq5,< 4.0
Boom Burger,Hamburguesería,4.6,,5.0,"La comida es muy buena, las hamburguesas tenían una carne muy rica llamar los precios no son muy altos, el lugar es atractivo, tiene buena accesibilidad y ambiente. Pero lo mejor sin duda me la atención.","jueves, 11 AMa11 PM; viernes, 11 AMa11 PM; sábado, 11 AMa11 PM; domingo, 11 AMa11 PM; lunes, 11 AMa11 PM; martes, 11 AMa11 PM; miércoles, 11 AMa11 PM","XXV2+CV Piedecuesta, Santander","Cra 15 #2B-18, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9936045,-73.0478527,https://maps.app.goo.gl/5ee5a4atVVbHZhxf9,4.5-5.0
Burger Rivera,Restaurante,4.0,,3.0,No me informaron la dirección de quinta de granada,"jueves, 6a10 PM; viernes, 6a10 PM; sábado, 6a10 PM; domingo, 6a10 PM; lunes, 6a10 PM; martes, 6a10 PM; miércoles, 6a10 PM","2W3W+7H Piedecuesta, Santander","Cl. 10 Nte. # 16 - 26, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,7.0032353,-73.0536037,https://maps.app.goo.gl/NkngyrNKaWUcAEHg9,4.0-4.5
"Kill Burger, Barrio la Cancha, Comuna del Trapiche",Hamburguesería,4.3,,5.0,"Me encantaron las hamburguesas mixtas excelente sabor y presentación. El pan, el pollo, la carne deliciosa. Todo muy buen precio. Llegó rápido el domicilio","jueves, 4a11 PM; viernes, 12a11:30 PM; sábado, 12a11:30 PM; domingo, 12a10:30 PM; lunes, 4a11 PM; martes, 4a11 PM; miércoles, 4a11 PM","XWQW+X6 Piedecuesta, Santander","La Tachuela, Cl. 3 #4b - 04, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9899823,-73.0544046,https://maps.app.goo.gl/TEUwsUG2eJJwcShdA,4.0-4.5
riveras burger,Restaurante,4.7,,5.0,"Me encantó,  es un lugar agradable, muy bonita atención,  comida deliciosa... el pepito es supee rico, la carne de la hamburguesa es muy buenas y las papitas ni decir... Recomendado","jueves, 6 PMa12 AM; viernes, 6 PMa12 AM; sábado, 6 PMa12 AM; domingo, 6 PMa12 AM; lunes, Cerrado; martes, 6 PMa12 AM; miércoles, 6 PMa12 AM","XWRQ+W4 Piedecuesta, Santander","Cl. 1ª Nte. #0w-99, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://www.instagram.com/riverasburger/,6.9923529,-73.062157,https://maps.app.goo.gl/s35xuyxk6kuE5oWF6,4.5-5.0
Castillo Burger,Restaurante,4.6,,4.0,"Es bueno encontrar un lugar con las tres B (bueno, bonito y barato), primera vez que iba y me sorprendió para bien, tienen precios en las hamburguesas bastante buenos sobre todo en estos tiempos, sin bajar la calidad de los productos, en cuanto a sabor las hamburguesas que pedimos (transilvania y templaria) estaban ricas y tenían un buen sabor, la transilvania es sencilla pero completa y la templaria que trae pechuga también estuvo muy buena, el sabor de la pechuga era bastante bueno algo que complementaba con la carne de la hamburguesa que parece ser artesanal y tiene un buen sabor, como hecho en casa.
La verdad el lugar está muy bien, recomendado.
Las granizadas son muy ricas.","jueves, 10 AMa11 PM; viernes, 10 AMa11 PM; sábado, 10 AMa11 PM; domingo, 10 AMa11 PM; lunes, 10 AMa11 PM; martes, 10 AMa11 PM; miércoles, 10 AMa11 PM","XXG2+PR Piedecuesta, Santander","paseo del puente 1, Cra. 5B #19 63, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://www.instagram.com/invites/contact/?i=kzs4nt1dwyog&amp;utm_content=442iro3,6.9767932,-73.0479448,https://maps.app.goo.gl/mUZwpJz6rhfmUbzK9,4.5-5.0
Hamburgesas San Marko Piedecuesta,Hamburguesería,5.0,,5.0,"El lugar es muy agradable y la comida, fantástica!!!","jueves, 11:30 AMa11 PM; viernes, 11:30 AMa11 PM; sábado, 11:30 AMa11 PM; domingo, 11:30 AMa11 PM; lunes, 11:30 AMa11 PM; martes, 11:30 AMa11 PM; miércoles, 11:30 AMa11 PM","XWQX+5G Piedecuesta, Santander","Cra. 7 #6-98, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://hamburgesas-san-marko.ola.click/,6.9879001,-73.0511496,https://maps.app.goo.gl/dv1wTMzMYTcd8bKn9,4.5-5.0
Hamburguesas Donde Jeank 2,Restaurante de hot pot,4.0,,3.0,No he logrado encontrar un número para llamar.. acaso no hay domicilios...,,"XXQ4+V9 Piedecuesta, Santander","calle 7AN #15-23, Floridablanca, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9897207,-73.0440704,https://maps.app.goo.gl/cECcVrzoS3SGoK3N7,4.0-4.5
Capital Burger,Restaurante,5.0,,5.0,Delicioso todo y excelente servicio.,"jueves, 6 PMa12 AM; viernes, 6 PMa12 AM; sábado, 6 PMa12 AM; domingo, 6 PMa12 AM; lunes, 6 PMa12 AM; martes, 6 PMa12 AM; miércoles, 6 PMa12 AM","2W2V+MQ Piedecuesta, Santander","Calle6N #9-94, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,7.001683,-73.0555098,https://maps.app.goo.gl/2g36GjKMRd8K7aZB6,4.5-5.0
MI LOCAL (sede Piedecuesta),Hamburguesería,4.4,,5.0,Deliciosa la comida y su atención,,"XWFV+RF Piedecuesta, Santander","Cll 15a 17-114 Barroblanco, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://www.instagram.com/milocaloficial/?igshid=ptido2yfm091,6.9745634,-73.0563224,https://maps.app.goo.gl/HZMcFvHgHvyabxTo7,4.0-4.5
Luni Burger,Restaurante de comida rápida,4.3,,4.0,"La choripapa es muy rica, le ponen queso semisalado y queda deli. También la que hacen con papa amarilla o criolla estuvo deliciosa. Recomendado, aunque no es diferente a muchos otros sitios.","jueves, 3 PMa12 AM; viernes, 3 PMa12 AM; sábado, 3 PMa12 AM; domingo, 3 PMa12 AM; lunes, 3 PMa12 AM; martes, 3 PMa12 AM; miércoles, 3 PMa12 AM","XWVW+J5 Piedecuesta, Santander","Mz. S #354, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9940206,-73.0545873,https://maps.app.goo.gl/8DhFDGjHL78CqNFk6,4.0-4.5
Mr Try Burguer,Restaurante colombiano,4.1,,5.0,Me gustan las papas locas especiales 😋 las recomiendo son muy deliciosas…,"jueves, 6a11 PM; viernes, 6a11:30 PM; sábado, 6 PMa12 AM; domingo, 6a11:30 PM; lunes, 6a11 PM; martes, Cerrado; miércoles, 6a11 PM","XWXX+Q7 Piedecuesta, Santander","Cra 15 #1n-03, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9993943,-73.0518287,https://maps.app.goo.gl/3rLWmAKgCsu3zzkE7,4.0-4.5
"BARRIO GOURMET PIEDECUESTA SUSHI , TACOS Y HAMBURGUESAS",Restaurante,4.8,,5.0,"Espectacular, la comida es deliciosa, además de lo increíble que es encontrar diferentes tipos de comida para los distintos gustos. Los recomiendo, cuentan con un excelente servicio al cliente.","jueves, 5:30a10:30 PM; viernes, 5:30a10:30 PM; sábado, 5:30a10:30 PM; domingo, 5:30a10:30 PM; lunes, 5:30a10:30 PM; martes, Cerrado; miércoles, 5:30a10:30 PM","XXX3+46 Piedecuesta, Santander","981011, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://barrio-gourmet-piedecuesta.cluvi.co/,6.9977689,-73.0468941,https://maps.app.goo.gl/RL4Rz65gtJnU8Yvn8,4.5-5.0
Comidas Rápidas Donde Lucho,Restaurante,4.1,,4.0,"Salchipapa corriente, la tención es buena y rápida. En cuanto a la comida es un poco regular, aunque está bien para los precios que manejan en la carta, las hamburguesas se ven grandes en especial la jumbo.","jueves, 6a11 PM; viernes, 6a11 PM; sábado, 6a11 PM; domingo, 6a11 PM; lunes, 6a11 PM; martes, 6a11 PM; miércoles, 6a11 PM","2W2V+6C Piedecuesta, Santander","Piedecuesta, Santander","Piedecuesta, Santander",Santander,,7.000555,-73.0564636,https://maps.app.goo.gl/rhDr2NWjM8obF37U9,4.0-4.5
BURGERS BUFFALO BILL,Restaurante colombiano,4.0,,3.0,Son muy pequeñas las porciones,"jueves, 2a10 PM; viernes, 2a10 PM; sábado, 2a10 PM; domingo, 2a10 PM; lunes, Cerrado; martes, 10 AMa10 PM; miércoles, 10 AMa10 PM","XWRV+X9 Piedecuesta, Santander","Cra. 4 #1-304, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://difepesa.wixsite.com/burgersbuffallobill,6.9924104,-73.0565516,https://maps.app.goo.gl/kURRotWs6NX8dvvG7,4.0-4.5
ACORRALADOS`S,Restaurante,3.8,,5.0,"Excelente lugar para compartir con tus amigos, ambiente juvenil de universidad","jueves, 11 AMa11 PM; viernes, 11 AMa11 PM; sábado, 11 AMa11 PM; domingo, 11 AMa11 PM; lunes, 11 AMa3 PM; martes, 11 AMa11 PM; miércoles, 11 AMa11 PM","2W2V+9Q Piedecuesta, Santander","Unnamed Road, Piedecuesta, Santander","Piedecuesta, Santander",Santander,http://www.instagram.com/acorralados_piedecuesta/,7.0009996,-73.0555265,https://maps.app.goo.gl/cny1rfaEMmRnqYZZ7,< 4.0
Comidas Rapidas Piedecuesta Dtania,Restaurante de comida rápida,4.6,,5.0,Comí ahí y excelente servicio y sabor,"jueves, 4:30a11:30 PM; viernes, 4:30a11:30 PM; sábado, 4:30a11:30 PM; domingo, 4:30a11:30 PM; lunes, 4:30a11:30 PM; martes, 4:30a11:30 PM; miércoles, 4:30a11:30 PM","XWFX+GG Piedecuesta, Santander","Calle 21b 1w 05 a 50, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://www.aiyellow.com/Comidas-Rapidas-Piedecuesta-Dtania/,6.9737553,-73.0512096,https://maps.app.goo.gl/uWNa9bAsjM1yD9Nv9,4.5-5.0
Mostaza 5 y 2,Restaurante de comida rápida,4.6,,5.0,"Almuerzos caseros, bien distribuidos en las porciones en proporción al precio. Rica sazón, atención rapidísima y muy amables. Además, desde que uno se asoma a la entrada es agradable ver la cantidad de clientes consumiendo. Un gran restaurante en Piedecuesta.","jueves, 11 AMa9 PM; viernes, 11 AMa9 PM; sábado, 11 AMa9 PM; domingo, Cerrado; lunes, 11 AMa9 PM; martes, 11 AMa9 PM; miércoles, 11 AMa9 PM","XWXV+VM Piedecuesta, Santander","Calle 4 n#6-185 Junín 2, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9997148,-73.0557878,https://maps.app.goo.gl/jQwPePze7Jb33S87A,4.5-5.0
EL CORRALAZO,Restaurante de comida rápida,4.5,,3.0,"Tuve la oportunidad de visitarlos hace ya algún tiempo y ahora que los volví a visitar puedo recomendar el lugar.

Quizás un poco plano el servicio, y no el más cómodo, pero es válido resaltar que tratan de brindar  un buen producto. Una carne hecha en casa de sabores sobrios, pan artesano Bimbo, vegetales y salsas sin más que resaltar.

Una buena opción para Piedecuesta...","jueves, 12 PMa12 AM; viernes, 12 PMa12 AM; sábado, 12 PMa12 AM; domingo, 12 PMa12 AM; lunes, 12 PMa12 AM; martes, 12 PMa12 AM; miércoles, 12 PMa12 AM","XXM2+3P Piedecuesta, Santander","Cra. 7b, Piedecuesta, Santander","Piedecuesta, Santander",Santander,http://www.instagram.com/elcorralaso_piedecuesta,6.982644,-73.0482435,https://maps.app.goo.gl/YG21E8GeT6goecCYA,4.5-5.0
cortecero&apos;s burguer,Restaurante,5.0,,5.0,Deliciosas hamburguesas y excelente atención.,"jueves, 4a11 PM; viernes, 4a11 PM; sábado, 4a11:30 PM; domingo, 4a11:30 PM; lunes, 4a11 PM; martes, 4a11 PM; miércoles, 4a11 PM","XWRW+JC Piedecuesta, Santander","paso del puente 2, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9915303,-73.0539942,https://maps.app.goo.gl/wDkXrUuw6D9fgWo58,4.5-5.0
Chicken Wings piedecuesta,Restaurante,4.1,,5.0,"El lugar es muy acogedor, la comida es deliciosa, sirven bastante, dan muy buen servicio, es un lugar familiar excelente.

Super recomendadisimo, 10/10","jueves, 11:30 AMa2:30 PM, 6a10:30 PM; viernes, 11:30 AMa2:30 PM, 6a10:30 PM; sábado, 6a10:30 PM; domingo, 11:30 AMa3 PM, 6a10:30 PM; lunes, 11 AMa2:30 PM, 6a10:30 PM; martes, 11:30 AMa2:30 PM; miércoles, 11:30 AMa2:30 PM, 6a10:30 PM","2W3W+36 Piedecuesta, Santander","Cra 15 # 10 N 65, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,7.0027175,-73.0544232,https://maps.app.goo.gl/iA4QAiJdcReAN1qf8,4.0-4.5
Las Poporras,Restaurante,5.0,,,,"jueves, 5a8:30 PM; viernes, 5a8:30 PM; sábado, 5a8:40 PM; domingo, 5a8:40 PM; lunes, Cerrado; martes, 5a8:30 PM; miércoles, 5a8:30 PM","XWXR+QX Piedecuesta, Santander","Junin ll, Calle 6N #3A-177, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9994977,-73.0576223,https://maps.app.goo.gl/qJuqQZuz4rH5oTaf8,4.5-5.0
Comidas Rápidas Shaggy,Restaurante de comida rápida,5.0,,5.0,"Excelentes productos, y servicio. Súper recomendado..","jueves, 5a11:30 PM; viernes, 5a10:30 PM; sábado, 5a10:30 PM; domingo, 5 PMa12 AM; lunes, 5 PMa12 AM; martes, 5a11:30 PM; miércoles, Cerrado","XWVX+CC Piedecuesta, Santander","la castellana, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,6.9935784,-73.0514465,https://maps.app.goo.gl/fQtrxupHmG5F7PNn7,4.5-5.0
Restaurante Rolling Wings Piedecuesta alitas &amp; mas,Restaurante de comida tradicional americana,4.4,,1.0,"La comida es horrible, las papas vienen refritas en aceite de hace días, con sabor a mucha grasa y color poco agradable, las alas vienen en una presentación fea, no vienen divididas sino en un recipiente donde llega todo revuelto, pésimo sabor y pésimo servicio. Al comentar el sabor de las papas solo dijeron que gracias por la sugerencia. Cero recomendado.","jueves, 5a11 PM; viernes, 11:30 AMa11 PM; sábado, 11:30 AMa10 PM; domingo, 11:30 AMa11 PM; lunes, 5a11 PM; martes, 5a11 PM; miércoles, 5a10:30 PM","2W2W+Q8 Piedecuesta, Santander","Carrera 15, Av. 10ª N #7BN-15, Piedecuesta, Santander","Piedecuesta, Santander",Santander,,7.0019702,-73.0541658,https://maps.app.goo.gl/AoZ7DNQH8BBpNu5N9,4.0-4.5
CONTAINER_1910,Restaurante de comida rápida,4.4,,5.0,"Bastante buenas las hamburguesas, son muy ricas. Tienen una variedad de sabores bastante interesante y el sabor es bueno en las hamburguesas, si te gusta lo dulce y salado, la chorizona es la ideal. Los jugos naturales que ofrecen también son buenos, tal vez sería bueno ampliar un poco más la variedad.","jueves, 6a11 PM; viernes, 6a11:45 PM; sábado, 6a11:45 PM; domingo, 6a11:45 PM; lunes, 6a11 PM; martes, 6a11 PM; miércoles, 6a11 PM","XWWV+M5 Piedecuesta, Santander","Manzana E San Telmo 1 Etapa, Casa 1, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://instagram.com/container_1910,6.9966275,-73.057102,https://maps.app.goo.gl/jVeCJ3NtMgMs1Fdo6,4.0-4.5
Restaurante Garroteros Pub,Bar restaurante,4.7,,5.0,"Ambiente urbano-rustico, el tiempo de espera fue corto 10 a 15 minutos para la preparación de unas chatas. Buen sabor porción de tamaño aceptable.
La pechuga también es muy recomendada.","jueves, 10 AMa11 PM; viernes, 10 AMa11:55 PM; sábado, 10 AMa11:55 PM; domingo, 11:30 AMa11 PM; lunes, 10:01 AMa11 PM; martes, 10 AMa11 PM; miércoles, 10 AMa11 PM","XWRX+23 Piedecuesta, Santander","Barrio La presentación, Cl 4 #6a 03, Piedecuesta, Santander","Piedecuesta, Santander",Santander,https://linktr.ee/GarroterosPub,6.9900314,-73.0523737,https://maps.app.goo.gl/TkddJnmTrbp6ZQ3A6,4.5-5.0
